BC:34:00:E0:00:00/28	LLDTechn	LLD Technology Ltd.
F4:1F:C2	Cisco	Cisco Systems, Inc
F4:20:12	Cucinial	Cuciniale GmbH
F4:21:AE	Shanghai	Shanghai Xiaodu Technology Limited
F4:22:7A	Guangdon	Guangdong Seneasy Intelligent Technology Co., Ltd.
F4:23:9C	SernetSu	Sernet (Suzhou) Technologies Corporation
F4:26:79	IntelCor	Intel Corporate
F4:28:33	MMPC	MMPC Inc.
F4:28:53	ZioncomE	Zioncom Electronics (Shenzhen) Ltd.
F4:28:96	SpectoPa	Specto Paineis Eletronicos Ltda
F4:29:81	vivoMobi	vivo Mobile Communication Co., Ltd.
F4:2A:7D	Tp-LinkT	Tp-Link Technologies Co.,Ltd.
F4:2B:48	Ubiqam
F4:2C:56	SenorTec	Senor Tech Co Ltd
F4:2E:7F	ArubaaHe	Aruba, a Hewlett Packard Enterprise Company
F4:30:8B	XiaomiCo	Xiaomi Communications Co Ltd
F4:30:B9	HewlettP	Hewlett Packard
F4:31:C3	Apple	Apple, Inc.
F4:32:3D	Sichuant	Sichuan tianyi kanghe communications co., LTD
F4:33:28	CIMCONLi	CIMCON Lighting Inc.
F4:34:F0	Apple	Apple, Inc.
F4:36:E1	Abilis	Abilis Systems SARL
F4:37:B7	Apple	Apple, Inc.
F4:38:14	Shanghai	Shanghai Howell Electronic Co.,Ltd
F4:38:C1	HuaweiDe	Huawei Device Co., Ltd.
F4:39:09	HewlettP	Hewlett Packard
F4:3B:D8	IntelCor	Intel Corporate
F4:3D:80	FAGIndus	FAG Industrial Services GmbH
F4:3E:61	Shenzhen	Shenzhen Gongjin Electronics Co.,Lt
F4:3E:66	BeeCompu	Bee Computing (HK) Limited
F4:3E:9D	BenuNetw	Benu Networks, Inc.
F4:41:56	Arrikto	Arrikto Inc.
F4:41:9E	HuaweiDe	Huawei Device Co., Ltd.
F4:42:27	SSResear	S & S Research Inc.
F4:42:8F	SamsungE	Samsung Electronics Co.,Ltd
F4:44:2C	Shenzhen	Shenzhen SuperElectron Technology Co.,Ltd.
F4:44:50	BND	BND Co., Ltd.
F4:45:88	HuaweiTe	Huawei Technologies Co.,Ltd
F4:45:ED	Portable	Portable Innovation Technology Ltd.
F4:46:37	IntelCor	Intel Corporate
F4:47:13	LeadingP	Leading Public Performance Co., Ltd.
F4:47:2A	NanjingR	Nanjing Rousing Sci. and Tech. Industrial Co., Ltd
F4:48:48	Amscreen	Amscreen Group Ltd
F4:49:55	MIMOTECH	MIMO TECH Co., Ltd.
F4:49:EF	Emstone
F4:4B:2A	CiscoSPV	Cisco SPVTG
F4:4C:70	Skyworth	Skyworth Digital Technology(Shenzhen) Co.,Ltd
F4:4C:7F	HuaweiTe	Huawei Technologies Co.,Ltd
F4:4D:17	Goldcard	Goldcard High-Tech Co.,Ltd.
F4:4D:30	Elitegro	Elitegroup Computer Systems Co.,Ltd.
F4:4E:05	Cisco	Cisco Systems, Inc
F4:4E:38	Olibra	Olibra LLC
F4:4E:E3	IntelCor	Intel Corporate
F4:4E:FD	ActionsS	Actions Semiconductor Co.,Ltd.(Cayman Islands)
F4:4F:D3	shenzhen	shenzhen hemuwei technology co.,ltd
F4:50:EB	Telechip	Telechips Inc
F4:52:14	Mellanox	Mellanox Technologies, Inc.
F4:54:20	Tellesco	Tellescom Industria E Comercio Em Telecomunicacao
F4:54:33	Rockwell	Rockwell Automation
F4:55:95	HENGBAO	HENGBAO Corporation LTD.
F4:55:9C	HuaweiTe	Huawei Technologies Co.,Ltd
F4:55:E0	NicewayC	Niceway CNC Technology Co.,Ltd.Hunan Province
F4:57:3E	Fiberhom	Fiberhome Telecommunication Technologies Co.,LTD
F4:58:42	BoxxTV	Boxx TV Ltd
F4:5B:73	Wanjiaan	Wanjiaan Interconnected Technology Co., Ltd
F4:5C:89	Apple	Apple, Inc.
F4:5E:AB	TexasIns	Texas Instruments
F4:5F:69	MatsufuE	Matsufu Electronics distribution Company
F4:5F:D4	CiscoSPV	Cisco SPVTG
F4:5F:F7	DQTechno	DQ Technology Inc.
F4:60:0D	Panoptic	Panoptic Technology, Inc
F4:60:77	TexasIns	Texas Instruments
F4:60:E2	XiaomiCo	Xiaomi Communications Co Ltd
F4:62:D0	NotforRa	Not for Radio, LLC
F4:63:1F	HuaweiTe	Huawei Technologies Co.,Ltd
F4:63:49	Diffon	Diffon Corporation
F4:63:E7	NanjingM	Nanjing Maxon O.E. Tech. Co., LTD
F4:64:5D	Toshiba
F4:65:A6	Apple	Apple, Inc.
F4:67:2D	ShenZhen	ShenZhen Topstar Technology Company
F4:69:42	AskeyCom	Askey Computer Corp
F4:69:D5	IEEERegi	IEEE Registration Authority
F4:69:D5:00:00:00/28	Mossman	Mossman Limited
F4:69:D5:10:00:00/28	Junchuan	Junchuang (Xiamen) Automation Technology Co.,Ltd
F4:69:D5:20:00:00/28	PulsarEn	Pulsar Engineering srl
F4:69:D5:30:00:00/28	ITS	ITS Co., Ltd.
F4:69:D5:40:00:00/28	StypeCSd	Stype CS d.o.o.
F4:69:D5:50:00:00/28	HefeiSTA	Hefei STAROT Technology Co.,Ltd
F4:69:D5:60:00:00/28	TianJinK	TianJin KCHT Information Technology Co., Ltd.
F4:69:D5:70:00:00/28	Rosco	Rosco, Inc
F4:69:D5:90:00:00/28	Terminus	Terminus (Shanghai) Technology Co.,Ltd.
F4:69:D5:A0:00:00/28	ShenZhen	ShenZhenShi EVADA technology Co.,Ltd
F4:69:D5:B0:00:00/28	Konntek	Konntek Inc
F4:69:D5:C0:00:00/28	HuaqinTe	Huaqin Telecom Technology Co.,Ltd.
F4:69:D5:D0:00:00/28	NantongZ	Nantong ZYDZ Electronic.,Co.Ltd
F4:69:D5:E0:00:00/28	ORtekTec	ORtek Technology, Inc.
F4:6A:92	Shenzhen	Shenzhen Fast Technologies Co.,Ltd
F4:6A:BC	Adonit	Adonit Corp. Ltd.
F4:6A:D7	Microsof	Microsoft Corporation
F4:6A:DD	LiteonTe	Liteon Technology Corporation
F4:6B:8C	HonHaiPr	Hon Hai Precision Industry Co., Ltd.
F4:6B:EF	Sagemcom	Sagemcom Broadband SAS
F4:6C:68	WistronN	Wistron Neweb Corporation
F4:6D:04	ASUSTekC	ASUSTek COMPUTER INC.
F4:6D:2F	Tp-LinkT	Tp-Link Technologies Co.,Ltd.
F4:6D:3F	IntelCor	Intel Corporate
F4:6D:E2	zte	zte corporation
F4:6E:24	NECPerso	NEC Personal Computers, Ltd.
F4:6E:95	ExtremeN	Extreme Networks, Inc.
F4:6F:4E	Echowell
F4:6F:A4	PhysikIn	Physik Instrumente GmbH & Co. KG
F4:6F:ED	Fiberhom	Fiberhome Telecommunication Technologies Co.,LTD
F4:70:0C	IEEERegi	IEEE Registration Authority
F4:70:0C:00:00:00/28	Hyunsung	Hyunsung Convergence
F4:70:0C:10:00:00/28	Shenzhen	Shenzhen Excelland Technology Co., Ltd.
F4:70:0C:20:00:00/28	BeijingA	Beijing ASU Tech Co., Ltd.
F4:70:0C:30:00:00/28	UnionSou	Union Source Technology(HK)LTD
F4:70:0C:40:00:00/28	Shenzhen	Shenzhen Anycon Electronics Technology Co.,Ltd
F4:70:0C:50:00:00/28	Shenzhen	Shenzhen Lidaxun Digital Technology Co., LTD
F4:70:0C:60:00:00/28	JinanUSR	Jinan USR IOT Technology Limited
F4:70:0C:70:00:00/28	Changdex	Changde xsound lnnovation technologies co;ltd.
F4:70:0C:80:00:00/28	Shenzhen	Shenzhen Focuscom Communication Technology Co.,Ltd.
F4:70:0C:90:00:00/28	Annapurn	Annapurna labs
F4:70:0C:A0:00:00/28	JinanHua	Jinan Huake Electrical Device Co., Ltd.
F4:70:0C:B0:00:00/28	Shanghai	Shanghai Risingpo Electronics CO.,LTD
F4:70:0C:C0:00:00/28	GSDGroup	G.S.D Group Inc.
F4:70:0C:D0:00:00/28	Freeus	Freeus LLC
F4:70:0C:E0:00:00/28	Shenzhen	Shenzhen WeProTalk Technology Co., Ltd.
F4:70:AB	vivoMobi	vivo Mobile Communication Co., Ltd.
F4:71:90	SamsungE	Samsung Electronics Co.,Ltd
F4:73:35	Logitech	Logitech Far East
F4:73:CA	Conversi	Conversion Sound Inc.
F4:74:88	NewH3CTe	New H3C Technologies Co., Ltd
F4:76:26	Viltechm	Viltechmeda UAB
F4:79:60	HuaweiTe	Huawei Technologies Co.,Ltd
F4:7A:4E	Woojeon&	Woojeon&Handan
F4:7A:CC	SolidFir	SolidFire, Inc.
F4:7B:09	IntelCor	Intel Corporate
F4:7B:5E	SamsungE	Samsung Electronics Co.,Ltd
F4:7D:EF	SamsungE	Samsung Electronics Co.,Ltd
F4:7F:35	Cisco	Cisco Systems, Inc
F4:81:39	Canon	Canon Inc.
F4:83:CD	Tp-LinkT	Tp-Link Technologies Co.,Ltd.
F4:83:E1	Shanghai	Shanghai Clouder Semiconductor Co.,Ltd
F4:84:4C	TexasIns	Texas Instruments
F4:84:8D	Tp-LinkT	Tp-Link Technologies Co.,Ltd.
F4:85:C6	FDTTechn	FDT Technologies
F4:87:71	Infoblox
F4:87:C5	HuaweiDe	Huawei Device Co., Ltd.
F4:8B:32	XiaomiCo	Xiaomi Communications Co Ltd
F4:8C:50	IntelCor	Intel Corporate
F4:8C:EB	D-LinkIn	D-Link International
F4:8E:09	Nokia	Nokia Corporation
F4:8E:38	Dell	Dell Inc.
F4:8E:92	HuaweiTe	Huawei Technologies Co.,Ltd
F4:90:CA	Tensorco	Tensorcom
F4:90:CB	IEEERegi	IEEE Registration Authority
F4:90:CB:00:00:00/28	Epitel	Epitel, Inc.
F4:90:CB:10:00:00/28	Delem	Delem Bv
F4:90:CB:20:00:00/28	ICEGatew	ICE Gateway GmbH
F4:90:CB:30:00:00/28	RickerLy	Ricker Lyman Robotic
F4:90:CB:40:00:00/28	OmniNet
F4:90:CB:50:00:00/28	Avilutio	Avilution
F4:90:CB:60:00:00/28	AirbeamW	Airbeam Wireless Technologies Inc.
F4:90:CB:70:00:00/28	Teq	Teq Sa
F4:90:CB:80:00:00/28	BeijingP	Beijing Penslink Co., Ltd.
F4:90:CB:90:00:00/28	FractylL	Fractyl Labs
F4:90:CB:A0:00:00/28	Private
F4:90:CB:B0:00:00/28	A-dec	A-dec Inc.
F4:90:CB:C0:00:00/28	CheetahM	Cheetah Medical
F4:90:CB:D0:00:00/28	Simavita	Simavita (Aust) Pty Ltd
F4:90:CB:E0:00:00/28	RSAELabs	RSAE Labs Inc
F4:90:EA	Deciso	Deciso B.V.
F4:91:1E	ZhuhaiEw	Zhuhai Ewpe Information Technology Inc
F4:92:BF	Ubiquiti	Ubiquiti Networks Inc.
F4:93:9F	HonHaiPr	Hon Hai Precision Industry Co., Ltd.
F4:94:61	NexGenSt	NexGen Storage
F4:94:66	CountMax	CountMax, ltd
F4:95:1B	HefeiRad	Hefei Radio Communication Technology Co., Ltd
F4:96:34	IntelCor	Intel Corporate
F4:96:51	NAKAYO	NAKAYO Inc
F4:97:C2	Nebulon	Nebulon Inc
F4:99:AC	WEBERSch	WEBER Schraubautomaten GmbH
F4:9C:12	Structab	Structab AB
F4:9E:EF	TaicangT	Taicang T&W Electronics
F4:9F:54	SamsungE	Samsung Electronics Co.,Ltd
F4:9F:F3	HuaweiTe	Huawei Technologies Co.,Ltd
F4:A2:94	EagleWor	Eagle World Development Co., Limited
F4:A4:54	IEEERegi	IEEE Registration Authority
F4:A4:54:00:00:00/28	NKTPhoto	NKT Photonics A/S
F4:A4:54:10:00:00/28	PTTelkom	PT Telkom Indonesia
F4:A4:54:20:00:00/28	TriWorks	Tri Works
F4:A4:54:30:00:00/28	Chongqin	Chongqing Hengxun Liansheng Industrial Co.,Ltd
F4:A4:54:40:00:00/28	Earshots
F4:A4:54:50:00:00/28	Denshiji	Denshijiki Industry Co.,Ltd
F4:A4:54:60:00:00/28	IntrolDe	Introl Design
F4:A4:54:70:00:00/28	Advanced	Advanced Mechanical Technology, Inc. d/b/a AMTI
F4:A4:54:80:00:00/28	Shenzhen	Shenzhen Cudy Technology Co., Ltd.
F4:A4:54:90:00:00/28	Lontonin	Lonton infomation tech Ltd., Co
F4:A4:54:A0:00:00/28	Annapurn	Annapurna labs
F4:A4:54:B0:00:00/28	Graco	Graco Inc.
F4:A4:54:C0:00:00/28	Integrat	Integrated Dynamics Engineering GmbH
F4:A4:54:D0:00:00/28	Sael	Sael Srl
F4:A4:54:E0:00:00/28	CareBloo	Care Bloom, LLC
F4:A4:75	IntelCor	Intel Corporate
F4:A4:D6	HuaweiTe	Huawei Technologies Co.,Ltd
F4:A5:2A	HawaTech	Hawa Technologies Inc
F4:A5:9D	HuaweiDe	Huawei Device Co., Ltd.
F4:A7:39	JuniperN	Juniper Networks
F4:A8:0D	WistronI	Wistron InfoComm(Kunshan)Co.,Ltd.
F4:A9:97	Canon	Canon Inc.
F4:AC:C1	Cisco	Cisco Systems, Inc
F4:AF:E7	Apple	Apple, Inc.
F4:B1:64	Lightnin	Lightning Telecommunications Technology Co. Ltd
F4:B1:9C	AltoBeam	AltoBeam (China) Inc.
F4:B1:C2	Zhejiang	Zhejiang Dahua Technology Co., Ltd.
F4:B3:01	IntelCor	Intel Corporate
F4:B3:81	WindowMa	WindowMaster A/S
F4:B3:B1	SiliconL	Silicon Laboratories
F4:B5:20	BiostarM	Biostar Microtech international corp.
F4:B5:2F	JuniperN	Juniper Networks
F4:B5:49	XiamenYe	Xiamen Yeastar Information Technology Co., Ltd.
F4:B5:AA	zte	zte corporation
F4:B5:BB	CeragonN	Ceragon Networks
F4:B6:88	Plantron	Plantronics, Inc.
F4:B6:E5	TerraSem	TerraSem Co.,Ltd
F4:B7:2A	TimeInte	Time Interconnect Ltd
F4:B7:8D	HuaweiTe	Huawei Technologies Co.,Ltd
F4:B7:B3	vivoMobi	vivo Mobile Communication Co., Ltd.
F4:B7:E2	HonHaiPr	Hon Hai Precision Ind. Co.,Ltd.
F4:B8:5E	TexasIns	Texas Instruments
F4:B8:98	TexasIns	Texas Instruments
F4:B8:A7	zte	zte corporation
F4:BC:97	Shenzhen	Shenzhen Crave Communication Co., LTD
F4:BC:DA	Shenzhen	Shenzhen Jingxun Software Telecommunication Technology Co.,Ltd
F4:BD:7C	Chengduj	Chengdu jinshi communication Co., LTD
F4:BD:9E	Cisco	Cisco Systems, Inc
F4:BE:EC	Apple	Apple, Inc.
F4:BF:80	HuaweiTe	Huawei Technologies Co.,Ltd
F4:BF:A8	JuniperN	Juniper Networks
F4:C0:2F	BlueBite
F4:C1:14	Technico	Technicolor CH USA Inc.
F4:C2:48	SamsungE	Samsung Electronics Co.,Ltd
F4:C4:47	CoagentI	Coagent International Enterprise Limited
F4:C4:D6	Shenzhen	Shenzhen Xinfa Electronic Co.,ltd
F4:C6:13	Alcatel-	Alcatel-Lucent Shanghai Bell Co., Ltd
F4:C6:D7	blackned	blackned GmbH
F4:C7:14	HuaweiTe	Huawei Technologies Co.,Ltd
F4:C7:95	WEYTechn	WEY Technology AG
F4:C7:AA	MarvellS	Marvell Semiconductors
F4:C7:C8	Kelvin	Kelvin Inc.
F4:C8:8A	IntelCor	Intel Corporate
F4:CA:24	FreeBit	FreeBit Co., Ltd.
F4:CA:E5	FreeboxS	Freebox Sas
F4:CB:52	HuaweiTe	Huawei Technologies Co.,Ltd
F4:CC:55	JuniperN	Juniper Networks
F4:CD:90	Vispiron	Vispiron Rotec GmbH
F4:CE:23	IntelCor	Intel Corporate
F4:CE:36	NordicSe	Nordic Semiconductor ASA
F4:CE:46	HewlettP	Hewlett Packard
F4:CE:48	ExtremeN	Extreme Networks, Inc.
F4:CF:A2	Espressi	Espressif Inc.
F4:CF:E2	Cisco	Cisco Systems, Inc
F4:D0:32	YunnanId	Yunnan Ideal Information&Technology.,Ltd
F4:D1:08	IntelCor	Intel Corporate
F4:D2:61	SEMOCON	SEMOCON Co., Ltd
F4:D4:88	Apple	Apple, Inc.
F4:D6:20	Guangdon	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
F4:D7:B2	LGSInnov	LGS Innovations, LLC
F4:D9:C6	Unionman	Unionman Technology Co.,Ltd
F4:D9:FB	SamsungE	Samsung Electronics Co.,Ltd
F4:DB:E3	Apple	Apple, Inc.
F4:DB:E6	Cisco	Cisco Systems, Inc
F4:DC:41	Youngzon	Youngzone Culture (Shanghai) Corp
F4:DC:4D	BeijingC	Beijing CCD Digital Technology Co., Ltd
F4:DC:A5	DawonDns	Dawon Dns
F4:DC:DA	ZhuhaiJi	Zhuhai Jiahe Communication Technology Co., limited
F4:DC:F9	HuaweiTe	Huawei Technologies Co.,Ltd
F4:DD:9E	GoPro
F4:DE:0C	ESPOD	ESPOD Ltd.
F4:DE:AF	HuaweiTe	Huawei Technologies Co.,Ltd
F4:E1:1E	TexasIns	Texas Instruments
F4:E1:42	DeltaEle	Delta Elektronika BV
F4:E2:04	CoyoteSy	Coyote System
F4:E2:C6	Ubiquiti	Ubiquiti Networks Inc.
F4:E3:FB	HuaweiTe	Huawei Technologies Co.,Ltd
F4:E4:51	HuaweiTe	Huawei Technologies Co.,Ltd
F4:E4:AD	zte	zte corporation
F4:E4:D7	FujianSt	Fujian Star-Net Communication Co.,Ltd
F4:E5:78	Proizvod	LLC Proizvodstvennaya Kompania "TransService"
F4:E5:F2	HuaweiTe	Huawei Technologies Co.,Ltd
F4:E6:D7	SolarPow	Solar Power Technologies, Inc.
F4:E9:26	TianjinZ	Tianjin Zanpu Technology Inc.
F4:E9:D4	QLogic	QLogic Corporation
F4:EA:67	Cisco	Cisco Systems, Inc
F4:EA:B5	ExtremeN	Extreme Networks, Inc.
F4:EB:38	Sagemcom	Sagemcom Broadband SAS
F4:EB:9F	Ellu2019	Ellu Company 2019 SL
F4:EC:38	Tp-LinkT	Tp-Link Technologies Co.,Ltd.
F4:ED:5F	Shenzhen	Shenzhen Ktc Technology Group
F4:EE:08	Dell	Dell Inc.
F4:EE:14	MercuryC	Mercury Communication Technologies Co.,Ltd.
F4:EF:9E	SgsgScie	Sgsg Science & Technology Co. Ltd
F4:F1:5A	Apple	Apple, Inc.
F4:F1:97	EMTAKE	EMTAKE Inc
F4:F1:E1	Motorola	Motorola Mobility LLC, a Lenovo Company
F4:F2:6D	Tp-LinkT	Tp-Link Technologies Co.,Ltd.
F4:F3:09	SamsungE	Samsung Electronics Co.,Ltd
F4:F3:AA	JBL	JBL GmbH & Co. KG
F4:F5:24	Motorola	Motorola Mobility LLC, a Lenovo Company
F4:F5:A5	Nokia	Nokia Corporation
F4:F5:D8	Google	Google, Inc.
F4:F5:DB	XiaomiCo	Xiaomi Communications Co Ltd
F4:F5:E8	Google	Google, Inc.
F4:F6:46	Dediprog	Dediprog Technology Co. Ltd.
F4:F6:47	zte	zte corporation
F4:F7:0C	Avang-ne	Avang - neterbit
F4:F9:51	Apple	Apple, Inc.
F4:FB:B8	HuaweiTe	Huawei Technologies Co.,Ltd
F4:FC:32	TexasIns	Texas Instruments
F4:FC:B1	JJ	JJ Corp
F4:FD:2B	ZOYI	ZOYI Company
F4:FE:FB	SamsungE	Samsung Electronics Co.,Ltd
F8:00:A1	HuaweiTe	Huawei Technologies Co.,Ltd
F8:01:13	HuaweiTe	Huawei Technologies Co.,Ltd
F8:02:78	IEEERegi	IEEE Registration Authority
F8:02:78:00:00:00/28	Digatron	Digatron Power Electronics GmbH
F8:02:78:10:00:00/28	ReasonTe	Reason Tecnologia SA
F8:02:78:20:00:00/28	Innodisk
F8:02:78:30:00:00/28	3Shape	3Shape Holding A/S
F8:02:78:40:00:00/28	CLARUSKo	CLARUS Korea Co., Ltd
F8:02:78:50:00:00/28	Electric	Electric Objects
F8:02:78:60:00:00/28	Witium	Witium Co., Ltd
F8:02:78:70:00:00/28	Bettini	Bettini Srl
F8:02:78:80:00:00/28	EMBUXTec	EMBUX Technology Co., Ltd.
F8:02:78:90:00:00/28	BeijingR	Beijing Redcdn Technology, Co., Ltd
F8:02:78:A0:00:00/28	LuxulTec	Luxul Technology Inc
F8:02:78:B0:00:00/28	Rosemoun	Rosemount Analytical
F8:02:78:C0:00:00/28	Technolo	Technology Research, LLC
F8:02:78:D0:00:00/28	Duetonsr	Dueton Systems s.r.o.
F8:02:78:E0:00:00/28	LitTechn	Lit Technologies
F8:02:78:F0:00:00/28	Private
F8:03:32	Khomp
F8:03:77	Apple	Apple, Inc.
F8:04:2E	SamsungE	Samsung Electro-Mechanics(Thailand)
F8:05:1C	DRSImagi	DRS Imaging and Targeting Solutions
F8:08:4F	Sagemcom	Sagemcom Broadband SAS
F8:0B:BE	ARRISGro	ARRIS Group, Inc.
F8:0B:CB	Cisco	Cisco Systems, Inc
F8:0B:D0	DatangTe	Datang Telecom communication terminal (Tianjin) Co., Ltd.
F8:0C:58	TaicangT	Taicang T&W Electronics
F8:0C:F3	LGElectr	LG Electronics (Mobile Communications)
F8:0D:43	HonHaiPr	Hon Hai Precision Ind. Co.,Ltd.
F8:0D:60	Canon	Canon Inc.
F8:0D:AC	HP	HP Inc.
F8:0D:EA	ZyCastTe	ZyCast Technology Inc.
F8:0D:F0	zte	zte corporation
F8:0D:F1	Sontex	Sontex SA
F8:0F:41	WistronI	Wistron Infocomm (Zhongshan) Corporation
F8:0F:6F	Cisco	Cisco Systems, Inc
F8:0F:84	NaturalS	Natural Security SAS
F8:0F:F9	Google	Google, Inc.
F8:10:37	AtopiaLP	Atopia Systems, LP
F8:10:93	Apple	Apple, Inc.
F8:13:08	Nokia
F8:14:FE	Unionman	Unionman Technology Co.,Ltd
F8:15:47	Avaya	Avaya Inc
F8:16:54	IntelCor	Intel Corporate
F8:18:97	2Wire	2Wire Inc
F8:1A:2B	Google	Google, Inc.
F8:1A:67	Tp-LinkT	Tp-Link Technologies Co.,Ltd.
F8:1B:04	ZhongSha	Zhong Shan City Richsound Electronic Industrial Ltd
F8:1C:E5	Telefonb	Telefonbau Behnke GmbH
F8:1D:0F	HitronTe	Hitron Technologies. Inc
F8:1D:78	IEEERegi	IEEE Registration Authority
F8:1D:78:00:00:00/28	Dongguan	Dongguan Shun Hing Plastics Limited
F8:1D:78:10:00:00/28	ADTECHNO	ADTECHNO Inc.
F8:1D:78:20:00:00/28	XperioLa	Xperio Labs Limited
F8:1D:78:30:00:00/28	Shanghai	Shanghai Sun Telecommunication Co., Ltd.
F8:1D:78:40:00:00/28	DigitalI	Digital Imaging Technology
F8:1D:78:50:00:00/28	Dacons
F8:1D:78:60:00:00/28	Zengge	Zengge Co., Limited
F8:1D:78:70:00:00/28	WuhanGui	Wuhan Guide Infrared Co.,Ltd
F8:1D:78:80:00:00/28	Teleofis
F8:1D:78:90:00:00/28	OphrysSy	Ophrys Systèmes
F8:1D:78:A0:00:00/28	AVProGlo	AVPro Global Holdings LLC
F8:1D:78:B0:00:00/28	SigmaCon	SigmaConnectivityAB
F8:1D:78:C0:00:00/28	Shenzhuo	Shenzhuoyue Technology.,Ltd
F8:1D:78:D0:00:00/28	Tofino
F8:1D:78:E0:00:00/28	Guangdon	Guangdong Enok Communication Co., Ltd.
F8:1D:90	Solidwin	Solidwintech
F8:1D:93	Longdhua	Longdhua(Beijing) Controls Technology Co.,Ltd
F8:1E:6F	EBGcompl	EBG compleo GmbH
F8:1E:DF	Apple	Apple, Inc.
F8:1F:32	Motorola	Motorola Mobility LLC, a Lenovo Company
F8:20:55	GreenInf	Green Information System
F8:20:A9	HuaweiDe	Huawei Device Co., Ltd.
F8:22:85	CypressT	Cypress Technology CO., LTD.
F8:23:87	Shenzhen	Shenzhen Horn Audio Co.,Ltd.
F8:23:B2	HuaweiTe	Huawei Technologies Co.,Ltd
F8:24:41	Yeelink
F8:25:51	SeikoEps	Seiko Epson Corporation
F8:27:2E	Mercku
F8:27:93	Apple	Apple, Inc.
F8:28:19	LiteonTe	Liteon Technology Corporation
F8:28:C9	HuaweiTe	Huawei Technologies Co.,Ltd
F8:29:C0	Availink	Availink, Inc.
F8:2B:7F	HuaweiDe	Huawei Device Co., Ltd.
F8:2B:C8	JiangsuS	Jiangsu Switter Co., Ltd
F8:2C:18	2Wire	2Wire Inc
F8:2D:7C	Apple	Apple, Inc.
F8:2D:C0	ARRISGro	ARRIS Group, Inc.
F8:2E:3F	HuaweiTe	Huawei Technologies Co.,Ltd
F8:2E:8E	NanjingK	Nanjing Kechen Electric Co., Ltd.
F8:2E:DB	RTW	RTW GmbH & Co. KG
F8:2F:08	MolexCMS	Molex CMS
F8:2F:5B	eGauge	eGauge Systems LLC
F8:2F:65	HuaweiDe	Huawei Device Co., Ltd.
F8:2F:6A	ItelMobi	Itel Mobile Limited
F8:2F:A8	HonHaiPr	Hon Hai Precision Ind. Co.,Ltd.
F8:30:02	TexasIns	Texas Instruments
F8:30:94	Alcatel-	Alcatel-Lucent Telecom Limited
F8:31:3E	endeavou	endeavour GmbH
F8:32:E4	ASUSTekC	ASUSTek COMPUTER INC.
F8:33:31	TexasIns	Texas Instruments
F8:33:76	GoodMind	Good Mind Innovation Co., Ltd.
F8:34:41	IntelCor	Intel Corporate
F8:35:53	MagentaR	Magenta Research Ltd.
F8:35:DD	GemtekTe	Gemtek Technology Co., Ltd.
F8:36:9B	TexasIns	Texas Instruments
F8:38:69	LGElectr	LG Electronics
F8:38:80	Apple	Apple, Inc.
F8:3B:1D	Technico	Technicolor CH USA Inc.
F8:3B:7E	HuaweiDe	Huawei Device Co., Ltd.
F8:3C:BF	BotatoEl	Botato Electronics Sdn Bhd
F8:3D:4E	Softlink	Softlink Automation System Co., Ltd
F8:3D:FF	HuaweiTe	Huawei Technologies Co.,Ltd
F8:3E:95	HuaweiTe	Huawei Technologies Co.,Ltd
F8:3F:51	SamsungE	Samsung Electronics Co.,Ltd
F8:42:FB	YasudaJo	Yasuda Joho Co.,ltd.
F8:44:E3	TaicangT	Taicang T&W Electronics
F8:45:AD	KonkaGro	Konka Group Co., Ltd.
F8:45:C4	Shenzhen	Shenzhen Netforward Micro-Electronic Co., Ltd.
F8:46:1C	SonyInte	Sony Interactive Entertainment Inc.
F8:46:2D	SYNTECIn	SYNTEC Incorporation
F8:47:2D	X2genDig	X2gen Digital Corp. Ltd
F8:48:97	Hitachi	Hitachi, Ltd.
F8:48:FD	ChinaMob	China Mobile Group Device Co.,Ltd.
F8:4A:73	Eumtech	Eumtech Co., Ltd
F8:4A:7F	Innometr	Innometriks Inc
F8:4A:BF	HuaweiTe	Huawei Technologies Co.,Ltd
F8:4C:DA	HuaweiTe	Huawei Technologies Co.,Ltd
F8:4D:33	Fiberhom	Fiberhome Telecommunication Technologies Co.,LTD
F8:4D:89	Apple	Apple, Inc.
F8:4D:FC	Hangzhou	Hangzhou Hikvision Digital Technology Co.,Ltd.
F8:4E:17	Sony	Sony Corporation
F8:4E:58	SamsungE	Samsung Electronics Co.,Ltd
F8:4E:73	Apple	Apple, Inc.
F8:4F:57	Cisco	Cisco Systems, Inc
F8:4F:AD	HuiZhouG	Hui Zhou Gaoshengda Technology Co.,LTD
F8:50:1C	TianjinG	Tianjin Geneuo Technology Co.,Ltd
F8:50:63	Verathon
F8:51:28	SimpliSa	SimpliSafe
F8:51:6D	DenwaTec	Denwa Technology Corp.
F8:52:DF	VNLEurop	VNL Europe AB
F8:53:29	HuaweiTe	Huawei Technologies Co.,Ltd
F8:54:AF	ECITelec	ECI Telecom Ltd.
F8:54:B8	AmazonTe	Amazon Technologies Inc.
F8:55:48	TexasIns	Texas Instruments
F8:55:CD	Visteon	Visteon Corporation
F8:56:C3	zte	zte corporation
F8:57:2E	CoreBran	Core Brands, LLC
F8:59:71	IntelCor	Intel Corporate
F8:5A:00	SanfordL	Sanford LP
F8:5B:3B	AskeyCom	Askey Computer Corp
F8:5B:9C	SB	SB SYSTEMS Co.,Ltd
